VACINAS,Convenio,Preco
Consulta ao viajante (Somente copacabana) ,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Perfuração de orelha ad/ped,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste da Orelhinha,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho Básico,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho Novo Plus,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho Novo Ampliado,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho Novo Master,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho Novo Expandido,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho Completo,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Teste do Pezinho NOVA ERA,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
17 OHP - Hiperplasia Adrenal,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Anti HIV,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Aminoacidopatias,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Citomegalovirus IgM,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Deficiência da Biotinidase,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Deficiência da G6PD,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Deficiência de MCAD,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Perfil Tandem Avaliação QUALI,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Doença de Chagas,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Doença de Gaucher,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Doença de Pompe,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Doença de Fabry,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Galactosemia,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hemoglobinopatias,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
IRT - Fibrose Cística,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
PKU - Fenilcetonúria,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Rubéola,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Sífilis,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Surdez Genética,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
T4 - Hipotireoidismo,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Toxoplasmose,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
TSH - Hipotireoidismo,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Perfil Bioquímico para Doenças
Lisossômicas",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Perfil Quantitativo para Leucinose
(MSDU)",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
BCG,HUMANIA,0.0
Dengue (Qdenga),HUMANIA,0.0
Febre Amarela,HUMANIA,0.0
Febre Tifóide,HUMANIA,0.0
Gripe HD quadri 2025 (Efluelda),HUMANIA,0.0
Gripe quadrivalente 2025,HUMANIA,0.0
Gripe Trivalente,HUMANIA,0.0
Haemophius (Act Hib),HUMANIA,0.0
Hepatite A + B Ad.,HUMANIA,0.0
Hepatite A Adt.,HUMANIA,0.0
Hepatite A Ped.,HUMANIA,0.0
Hepatite B Adt.,HUMANIA,0.0
Hepatite B Ped.,HUMANIA,0.0
Herpes Zóster (Shingrix),HUMANIA,0.0
Hexa,HUMANIA,0.0
HPV 9V  (Gardasil 9),HUMANIA,0.0
Meningo ACWY,HUMANIA,456.75
Meningo B  (Bexsero - GSK ),HUMANIA,719.25
Meningo B  (Trumenba - Pfizer ),HUMANIA,0.0
Penta,HUMANIA,0.0
Pneumocócica 13V (Prevenar 13),HUMANIA,0.0
Pneumocócica 15V (Vaxneuvance),HUMANIA,0.0
Pneumocócica 20V  (Prevenar 20),HUMANIA,0.0
Pneumocócica 23V,HUMANIA,0.0
Rotavírus 5v (Rotateq),HUMANIA,0.0
Tetra bacteriana (dTpa/IPV),HUMANIA,0.0
Tetra Viral,HUMANIA,0.0
Tríplice Bacteriana AD (dTpa),HUMANIA,0.0
Tríplice Viral,HUMANIA,0.0
Varicela,HUMANIA,0.0
AJOVY,HUMANIA,0.0
Dupilumabe (Dupixent),HUMANIA,0.0
Imunoglobulina Anti- Rh,HUMANIA,0.0
"Neo Decapeptyl LP® 11,25 mg",HUMANIA,0.0
"Neo Decapeptyl LP® 22,5 mg",HUMANIA,0.0
"Neo Decapeptyl® 3,75 mg",HUMANIA,0.0
Nirsevimabe (Beyfortus) ,HUMANIA,0.0
"Palivizumabe 0,5ml",HUMANIA,0.0
Palivizumabe 1ml,HUMANIA,0.0
VSR (Abrysvo),HUMANIA,0.0
VSR (Arexvy),HUMANIA,0.0
Consulta ao viajante (Somente copacabana) ,HUMANIA,0.0
Perfuração de orelha ad/ped,HUMANIA,0.0
Teste da Orelhinha,HUMANIA,0.0
Teste do Pezinho Básico,HUMANIA,0.0
Teste do Pezinho Novo Plus,HUMANIA,0.0
Teste do Pezinho Novo Ampliado,HUMANIA,0.0
Teste do Pezinho Novo Master,HUMANIA,0.0
Teste do Pezinho Novo Expandido,HUMANIA,0.0
Teste do Pezinho Completo,HUMANIA,0.0
Teste do Pezinho NOVA ERA,HUMANIA,0.0
17 OHP - Hiperplasia Adrenal,HUMANIA,0.0
Anti HIV,HUMANIA,0.0
Aminoacidopatias,HUMANIA,0.0
Citomegalovirus IgM,HUMANIA,0.0
Deficiência da Biotinidase,HUMANIA,0.0
Deficiência da G6PD,HUMANIA,0.0
Deficiência de MCAD,HUMANIA,0.0
Perfil Tandem Avaliação QUALI,HUMANIA,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),HUMANIA,0.0
Doença de Chagas,HUMANIA,0.0
Doença de Gaucher,HUMANIA,0.0
Doença de Pompe,HUMANIA,0.0
Doença de Fabry,HUMANIA,0.0
Galactosemia,HUMANIA,0.0
Hemoglobinopatias,HUMANIA,0.0
IRT - Fibrose Cística,HUMANIA,0.0
PKU - Fenilcetonúria,HUMANIA,0.0
Rubéola,HUMANIA,0.0
Sífilis,HUMANIA,0.0
Surdez Genética,HUMANIA,0.0
T4 - Hipotireoidismo,HUMANIA,0.0
Toxoplasmose,HUMANIA,0.0
TSH - Hipotireoidismo,HUMANIA,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",HUMANIA,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",HUMANIA,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),HUMANIA,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",HUMANIA,0.0
BCG,SULAMÉRICA EXECUTIVO,127.02
Dengue (Qdenga),SULAMÉRICA EXECUTIVO,410.0
Febre Amarela,SULAMÉRICA EXECUTIVO,203.22
Febre Tifóide,SULAMÉRICA EXECUTIVO,120.0
Gripe HD quadri 2025 (Efluelda),SULAMÉRICA EXECUTIVO,0.0
Gripe quadrivalente 2025,SULAMÉRICA EXECUTIVO,150.12
Gripe Trivalente,SULAMÉRICA EXECUTIVO,0.0
Haemophius (Act Hib),SULAMÉRICA EXECUTIVO,0.0
Hepatite A + B Ad.,SULAMÉRICA EXECUTIVO,285.0
Hepatite A Adt.,SULAMÉRICA EXECUTIVO,190.0
Hepatite A Ped.,SULAMÉRICA EXECUTIVO,129.32
Hepatite B Adt.,SULAMÉRICA EXECUTIVO,127.02
Hepatite B Ped.,SULAMÉRICA EXECUTIVO,101.62
Herpes Zóster (Shingrix),SULAMÉRICA EXECUTIVO,815.0
Hexa,SULAMÉRICA EXECUTIVO,381.05
HPV 9V  (Gardasil 9),SULAMÉRICA EXECUTIVO,910.0
Meningo ACWY,SULAMÉRICA EXECUTIVO,386.8
Meningo B  (Bexsero - GSK ),SULAMÉRICA EXECUTIVO,580.0
Meningo B  (Trumenba - Pfizer ),SULAMÉRICA EXECUTIVO,0.0
Penta,SULAMÉRICA EXECUTIVO,277.13
Pneumocócica 13V (Prevenar 13),SULAMÉRICA EXECUTIVO,277.13
Pneumocócica 15V (Vaxneuvance),SULAMÉRICA EXECUTIVO,0.0
Pneumocócica 20V  (Prevenar 20),SULAMÉRICA EXECUTIVO,0.0
Pneumocócica 23V,SULAMÉRICA EXECUTIVO,127.02
Rotavírus 5v (Rotateq),SULAMÉRICA EXECUTIVO,242.2
Tetra bacteriana (dTpa/IPV),SULAMÉRICA EXECUTIVO,254.03
Tetra Viral,SULAMÉRICA EXECUTIVO,380.0
Tríplice Bacteriana AD (dTpa),SULAMÉRICA EXECUTIVO,219.4
Tríplice Viral,SULAMÉRICA EXECUTIVO,101.62
Varicela,SULAMÉRICA EXECUTIVO,240.0
AJOVY,SULAMÉRICA EXECUTIVO,0.0
Dupilumabe (Dupixent),SULAMÉRICA EXECUTIVO,0.0
Imunoglobulina Anti- Rh,SULAMÉRICA EXECUTIVO,0.0
"Neo Decapeptyl LP® 11,25 mg",SULAMÉRICA EXECUTIVO,0.0
"Neo Decapeptyl LP® 22,5 mg",SULAMÉRICA EXECUTIVO,0.0
"Neo Decapeptyl® 3,75 mg",SULAMÉRICA EXECUTIVO,0.0
Nirsevimabe (Beyfortus) ,SULAMÉRICA EXECUTIVO,0.0
"Palivizumabe 0,5ml",SULAMÉRICA EXECUTIVO,0.0
Palivizumabe 1ml,SULAMÉRICA EXECUTIVO,0.0
VSR (Abrysvo),SULAMÉRICA EXECUTIVO,0.0
VSR (Arexvy),SULAMÉRICA EXECUTIVO,0.0
Consulta ao viajante (Somente copacabana) ,SULAMÉRICA EXECUTIVO,288.58
Perfuração de orelha ad/ped,SULAMÉRICA EXECUTIVO,0.0
Teste da Orelhinha,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho Básico,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho Novo Plus,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho Novo Ampliado,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho Novo Master,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho Novo Expandido,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho Completo,SULAMÉRICA EXECUTIVO,0.0
Teste do Pezinho NOVA ERA,SULAMÉRICA EXECUTIVO,0.0
17 OHP - Hiperplasia Adrenal,SULAMÉRICA EXECUTIVO,0.0
Anti HIV,SULAMÉRICA EXECUTIVO,0.0
Aminoacidopatias,SULAMÉRICA EXECUTIVO,0.0
Citomegalovirus IgM,SULAMÉRICA EXECUTIVO,0.0
Deficiência da Biotinidase,SULAMÉRICA EXECUTIVO,0.0
Deficiência da G6PD,SULAMÉRICA EXECUTIVO,0.0
Deficiência de MCAD,SULAMÉRICA EXECUTIVO,0.0
Perfil Tandem Avaliação QUALI,SULAMÉRICA EXECUTIVO,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),SULAMÉRICA EXECUTIVO,0.0
Doença de Chagas,SULAMÉRICA EXECUTIVO,0.0
Doença de Gaucher,SULAMÉRICA EXECUTIVO,0.0
Doença de Pompe,SULAMÉRICA EXECUTIVO,0.0
Doença de Fabry,SULAMÉRICA EXECUTIVO,0.0
Galactosemia,SULAMÉRICA EXECUTIVO,0.0
Hemoglobinopatias,SULAMÉRICA EXECUTIVO,0.0
IRT - Fibrose Cística,SULAMÉRICA EXECUTIVO,0.0
PKU - Fenilcetonúria,SULAMÉRICA EXECUTIVO,0.0
Rubéola,SULAMÉRICA EXECUTIVO,0.0
Sífilis,SULAMÉRICA EXECUTIVO,0.0
Surdez Genética,SULAMÉRICA EXECUTIVO,0.0
T4 - Hipotireoidismo,SULAMÉRICA EXECUTIVO,0.0
Toxoplasmose,SULAMÉRICA EXECUTIVO,0.0
TSH - Hipotireoidismo,SULAMÉRICA EXECUTIVO,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",SULAMÉRICA EXECUTIVO,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",SULAMÉRICA EXECUTIVO,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),SULAMÉRICA EXECUTIVO,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",SULAMÉRICA EXECUTIVO,0.0
BCG,SULAMÉRICA PRESTIGE,230.37
Dengue (Qdenga),SULAMÉRICA PRESTIGE,410.0
Febre Amarela,SULAMÉRICA PRESTIGE,213.39
Febre Tifóide,SULAMÉRICA PRESTIGE,120.0
Gripe HD quadri 2025 (Efluelda),SULAMÉRICA PRESTIGE,0.0
Gripe quadrivalente 2025,SULAMÉRICA PRESTIGE,157.62
Gripe Trivalente,SULAMÉRICA PRESTIGE,0.0
Haemophius (Act Hib),SULAMÉRICA PRESTIGE,0.0
Hepatite A + B Ad.,SULAMÉRICA PRESTIGE,285.0
Hepatite A Adt.,SULAMÉRICA PRESTIGE,190.0
Hepatite A Ped.,SULAMÉRICA PRESTIGE,129.32
Hepatite B Adt.,SULAMÉRICA PRESTIGE,133.37
Hepatite B Ped.,SULAMÉRICA PRESTIGE,106.69
Herpes Zóster (Shingrix),SULAMÉRICA PRESTIGE,815.0
Hexa,SULAMÉRICA PRESTIGE,381.05
HPV 9V  (Gardasil 9),SULAMÉRICA PRESTIGE,910.0
Meningo ACWY,SULAMÉRICA PRESTIGE,386.8
Meningo B  (Bexsero - GSK ),SULAMÉRICA PRESTIGE,580.0
Meningo B  (Trumenba - Pfizer ),SULAMÉRICA PRESTIGE,0.0
Penta,SULAMÉRICA PRESTIGE,282.68
Pneumocócica 13V (Prevenar 13),SULAMÉRICA PRESTIGE,288.68
Pneumocócica 15V (Vaxneuvance),SULAMÉRICA PRESTIGE,0.0
Pneumocócica 20V  (Prevenar 20),SULAMÉRICA PRESTIGE,0.0
Pneumocócica 23V,SULAMÉRICA PRESTIGE,133.37
Rotavírus 5v (Rotateq),SULAMÉRICA PRESTIGE,242.2
Tetra bacteriana (dTpa/IPV),SULAMÉRICA PRESTIGE,266.73
Tetra Viral,SULAMÉRICA PRESTIGE,380.0
Tríplice Bacteriana AD (dTpa),SULAMÉRICA PRESTIGE,266.73
Tríplice Viral,SULAMÉRICA PRESTIGE,106.69
Varicela,SULAMÉRICA PRESTIGE,240.0
AJOVY,SULAMÉRICA PRESTIGE,0.0
Dupilumabe (Dupixent),SULAMÉRICA PRESTIGE,0.0
Imunoglobulina Anti- Rh,SULAMÉRICA PRESTIGE,0.0
"Neo Decapeptyl LP® 11,25 mg",SULAMÉRICA PRESTIGE,0.0
"Neo Decapeptyl LP® 22,5 mg",SULAMÉRICA PRESTIGE,0.0
"Neo Decapeptyl® 3,75 mg",SULAMÉRICA PRESTIGE,0.0
Nirsevimabe (Beyfortus) ,SULAMÉRICA PRESTIGE,0.0
"Palivizumabe 0,5ml",SULAMÉRICA PRESTIGE,0.0
Palivizumabe 1ml,SULAMÉRICA PRESTIGE,0.0
VSR (Abrysvo),SULAMÉRICA PRESTIGE,0.0
VSR (Arexvy),SULAMÉRICA PRESTIGE,0.0
Consulta ao viajante (Somente copacabana) ,SULAMÉRICA PRESTIGE,288.58
Perfuração de orelha ad/ped,SULAMÉRICA PRESTIGE,0.0
Teste da Orelhinha,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho Básico,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho Novo Plus,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho Novo Ampliado,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho Novo Master,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho Novo Expandido,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho Completo,SULAMÉRICA PRESTIGE,0.0
Teste do Pezinho NOVA ERA,SULAMÉRICA PRESTIGE,0.0
17 OHP - Hiperplasia Adrenal,SULAMÉRICA PRESTIGE,0.0
Anti HIV,SULAMÉRICA PRESTIGE,0.0
Aminoacidopatias,SULAMÉRICA PRESTIGE,0.0
Citomegalovirus IgM,SULAMÉRICA PRESTIGE,0.0
Deficiência da Biotinidase,SULAMÉRICA PRESTIGE,0.0
Deficiência da G6PD,SULAMÉRICA PRESTIGE,0.0
Deficiência de MCAD,SULAMÉRICA PRESTIGE,0.0
Perfil Tandem Avaliação QUALI,SULAMÉRICA PRESTIGE,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),SULAMÉRICA PRESTIGE,0.0
Doença de Chagas,SULAMÉRICA PRESTIGE,0.0
Doença de Gaucher,SULAMÉRICA PRESTIGE,0.0
Doença de Pompe,SULAMÉRICA PRESTIGE,0.0
Doença de Fabry,SULAMÉRICA PRESTIGE,0.0
Galactosemia,SULAMÉRICA PRESTIGE,0.0
Hemoglobinopatias,SULAMÉRICA PRESTIGE,0.0
IRT - Fibrose Cística,SULAMÉRICA PRESTIGE,0.0
PKU - Fenilcetonúria,SULAMÉRICA PRESTIGE,0.0
Rubéola,SULAMÉRICA PRESTIGE,0.0
Sífilis,SULAMÉRICA PRESTIGE,0.0
Surdez Genética,SULAMÉRICA PRESTIGE,0.0
T4 - Hipotireoidismo,SULAMÉRICA PRESTIGE,0.0
Toxoplasmose,SULAMÉRICA PRESTIGE,0.0
TSH - Hipotireoidismo,SULAMÉRICA PRESTIGE,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",SULAMÉRICA PRESTIGE,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",SULAMÉRICA PRESTIGE,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),SULAMÉRICA PRESTIGE,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",SULAMÉRICA PRESTIGE,0.0
BCG,SULAMERICA ESPECIAL S/A,124.03
Dengue (Qdenga),SULAMERICA ESPECIAL S/A,0.0
Febre Amarela,SULAMERICA ESPECIAL S/A,198.45
Febre Tifóide,SULAMERICA ESPECIAL S/A,0.0
Gripe HD quadri 2025 (Efluelda),SULAMERICA ESPECIAL S/A,0.0
Gripe quadrivalente 2025,SULAMERICA ESPECIAL S/A,146.58
Gripe Trivalente,SULAMERICA ESPECIAL S/A,0.0
Haemophius (Act Hib),SULAMERICA ESPECIAL S/A,0.0
Hepatite A + B Ad.,SULAMERICA ESPECIAL S/A,0.0
Hepatite A Adt.,SULAMERICA ESPECIAL S/A,0.0
Hepatite A Ped.,SULAMERICA ESPECIAL S/A,120.27
Hepatite B Adt.,SULAMERICA ESPECIAL S/A,124.03
Hepatite B Ped.,SULAMERICA ESPECIAL S/A,99.22
Herpes Zóster (Shingrix),SULAMERICA ESPECIAL S/A,0.0
Hexa,SULAMERICA ESPECIAL S/A,354.38
HPV 9V  (Gardasil 9),SULAMERICA ESPECIAL S/A,0.0
Meningo ACWY,SULAMERICA ESPECIAL S/A,359.73
Meningo B  (Bexsero - GSK ),SULAMERICA ESPECIAL S/A,0.0
Meningo B  (Trumenba - Pfizer ),SULAMERICA ESPECIAL S/A,0.0
Penta,SULAMERICA ESPECIAL S/A,268.47
Pneumocócica 13V (Prevenar 13),SULAMERICA ESPECIAL S/A,268.47
Pneumocócica 15V (Vaxneuvance),SULAMERICA ESPECIAL S/A,0.0
Pneumocócica 20V  (Prevenar 20),SULAMERICA ESPECIAL S/A,0.0
Pneumocócica 23V,SULAMERICA ESPECIAL S/A,124.03
Rotavírus 5v (Rotateq),SULAMERICA ESPECIAL S/A,0.0
Tetra bacteriana (dTpa/IPV),SULAMERICA ESPECIAL S/A,248.05
Tetra Viral,SULAMERICA ESPECIAL S/A,0.0
Tríplice Bacteriana AD (dTpa),SULAMERICA ESPECIAL S/A,204.04
Tríplice Viral,SULAMERICA ESPECIAL S/A,99.22
Varicela,SULAMERICA ESPECIAL S/A,240.0
AJOVY,SULAMERICA ESPECIAL S/A,0.0
Dupilumabe (Dupixent),SULAMERICA ESPECIAL S/A,0.0
Imunoglobulina Anti- Rh,SULAMERICA ESPECIAL S/A,0.0
"Neo Decapeptyl LP® 11,25 mg",SULAMERICA ESPECIAL S/A,0.0
"Neo Decapeptyl LP® 22,5 mg",SULAMERICA ESPECIAL S/A,0.0
"Neo Decapeptyl® 3,75 mg",SULAMERICA ESPECIAL S/A,0.0
Nirsevimabe (Beyfortus) ,SULAMERICA ESPECIAL S/A,0.0
"Palivizumabe 0,5ml",SULAMERICA ESPECIAL S/A,0.0
Palivizumabe 1ml,SULAMERICA ESPECIAL S/A,0.0
VSR (Abrysvo),SULAMERICA ESPECIAL S/A,0.0
VSR (Arexvy),SULAMERICA ESPECIAL S/A,0.0
Consulta ao viajante (Somente copacabana) ,SULAMERICA ESPECIAL S/A,0.0
Perfuração de orelha ad/ped,SULAMERICA ESPECIAL S/A,0.0
Teste da Orelhinha,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho Básico,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho Novo Plus,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho Novo Ampliado,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho Novo Master,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho Novo Expandido,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho Completo,SULAMERICA ESPECIAL S/A,0.0
Teste do Pezinho NOVA ERA,SULAMERICA ESPECIAL S/A,0.0
17 OHP - Hiperplasia Adrenal,SULAMERICA ESPECIAL S/A,0.0
Anti HIV,SULAMERICA ESPECIAL S/A,0.0
Aminoacidopatias,SULAMERICA ESPECIAL S/A,0.0
Citomegalovirus IgM,SULAMERICA ESPECIAL S/A,0.0
Deficiência da Biotinidase,SULAMERICA ESPECIAL S/A,0.0
Deficiência da G6PD,SULAMERICA ESPECIAL S/A,0.0
Deficiência de MCAD,SULAMERICA ESPECIAL S/A,0.0
Perfil Tandem Avaliação QUALI,SULAMERICA ESPECIAL S/A,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),SULAMERICA ESPECIAL S/A,0.0
Doença de Chagas,SULAMERICA ESPECIAL S/A,0.0
Doença de Gaucher,SULAMERICA ESPECIAL S/A,0.0
Doença de Pompe,SULAMERICA ESPECIAL S/A,0.0
Doença de Fabry,SULAMERICA ESPECIAL S/A,0.0
Galactosemia,SULAMERICA ESPECIAL S/A,0.0
Hemoglobinopatias,SULAMERICA ESPECIAL S/A,0.0
IRT - Fibrose Cística,SULAMERICA ESPECIAL S/A,0.0
PKU - Fenilcetonúria,SULAMERICA ESPECIAL S/A,0.0
Rubéola,SULAMERICA ESPECIAL S/A,0.0
Sífilis,SULAMERICA ESPECIAL S/A,0.0
Surdez Genética,SULAMERICA ESPECIAL S/A,0.0
T4 - Hipotireoidismo,SULAMERICA ESPECIAL S/A,0.0
Toxoplasmose,SULAMERICA ESPECIAL S/A,0.0
TSH - Hipotireoidismo,SULAMERICA ESPECIAL S/A,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",SULAMERICA ESPECIAL S/A,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",SULAMERICA ESPECIAL S/A,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),SULAMERICA ESPECIAL S/A,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",SULAMERICA ESPECIAL S/A,0.0
BCG,UNAFISCO,94.01
Dengue (Qdenga),UNAFISCO,0.0
Febre Amarela,UNAFISCO,218.93
Febre Tifóide,UNAFISCO,154.53
Gripe HD quadri 2025 (Efluelda),UNAFISCO,0.0
Gripe quadrivalente 2025,UNAFISCO,148.95
Gripe Trivalente,UNAFISCO,0.0
Haemophius (Act Hib),UNAFISCO,90.15
Hepatite A + B Ad.,UNAFISCO,268.53
Hepatite A Adt.,UNAFISCO,244.66
Hepatite A Ped.,UNAFISCO,199.58
Hepatite B Adt.,UNAFISCO,0.0
Hepatite B Ped.,UNAFISCO,90.15
Herpes Zóster (Shingrix),UNAFISCO,780.0
Hexa,UNAFISCO,502.21
HPV 9V  (Gardasil 9),UNAFISCO,0.0
Meningo ACWY,UNAFISCO,527.96
Meningo B  (Bexsero - GSK ),UNAFISCO,888.52
Meningo B  (Trumenba - Pfizer ),UNAFISCO,0.0
Penta,UNAFISCO,360.55
Pneumocócica 13V (Prevenar 13),UNAFISCO,370.86
Pneumocócica 15V (Vaxneuvance),UNAFISCO,345.0
Pneumocócica 20V  (Prevenar 20),UNAFISCO,0.0
Pneumocócica 23V,UNAFISCO,115.88
Rotavírus 5v (Rotateq),UNAFISCO,406.27
Tetra bacteriana (dTpa/IPV),UNAFISCO,0.0
Tetra Viral,UNAFISCO,413.35
Tríplice Bacteriana AD (dTpa),UNAFISCO,266.56
Tríplice Viral,UNAFISCO,303.56
Varicela,UNAFISCO,284.31
AJOVY,UNAFISCO,0.0
Dupilumabe (Dupixent),UNAFISCO,0.0
Imunoglobulina Anti- Rh,UNAFISCO,0.0
"Neo Decapeptyl LP® 11,25 mg",UNAFISCO,0.0
"Neo Decapeptyl LP® 22,5 mg",UNAFISCO,0.0
"Neo Decapeptyl® 3,75 mg",UNAFISCO,0.0
Nirsevimabe (Beyfortus) ,UNAFISCO,0.0
"Palivizumabe 0,5ml",UNAFISCO,0.0
Palivizumabe 1ml,UNAFISCO,0.0
VSR (Abrysvo),UNAFISCO,0.0
VSR (Arexvy),UNAFISCO,0.0
Consulta ao viajante (Somente copacabana) ,UNAFISCO,0.0
Perfuração de orelha ad/ped,UNAFISCO,0.0
Teste da Orelhinha,UNAFISCO,0.0
Teste do Pezinho Básico,UNAFISCO,0.0
Teste do Pezinho Novo Plus,UNAFISCO,0.0
Teste do Pezinho Novo Ampliado,UNAFISCO,0.0
Teste do Pezinho Novo Master,UNAFISCO,0.0
Teste do Pezinho Novo Expandido,UNAFISCO,0.0
Teste do Pezinho Completo,UNAFISCO,0.0
Teste do Pezinho NOVA ERA,UNAFISCO,0.0
17 OHP - Hiperplasia Adrenal,UNAFISCO,0.0
Anti HIV,UNAFISCO,0.0
Aminoacidopatias,UNAFISCO,0.0
Citomegalovirus IgM,UNAFISCO,0.0
Deficiência da Biotinidase,UNAFISCO,0.0
Deficiência da G6PD,UNAFISCO,0.0
Deficiência de MCAD,UNAFISCO,0.0
Perfil Tandem Avaliação QUALI,UNAFISCO,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),UNAFISCO,0.0
Doença de Chagas,UNAFISCO,0.0
Doença de Gaucher,UNAFISCO,0.0
Doença de Pompe,UNAFISCO,0.0
Doença de Fabry,UNAFISCO,0.0
Galactosemia,UNAFISCO,0.0
Hemoglobinopatias,UNAFISCO,0.0
IRT - Fibrose Cística,UNAFISCO,0.0
PKU - Fenilcetonúria,UNAFISCO,0.0
Rubéola,UNAFISCO,0.0
Sífilis,UNAFISCO,0.0
Surdez Genética,UNAFISCO,0.0
T4 - Hipotireoidismo,UNAFISCO,0.0
Toxoplasmose,UNAFISCO,0.0
TSH - Hipotireoidismo,UNAFISCO,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",UNAFISCO,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",UNAFISCO,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),UNAFISCO,0.0
